worker_id,age_group,gender,education,hourly_rate,expense_per_hour,net_hourly,multi_apping,avg_trips_per_hour,experience_weeks,rating,home_zone
W0088,46-55,male,some_college,20.111997609936,3.8206141350730656,16.291383474862936,False,2.5247152007436955,139,4.953783554465438,23
W0089,56+,male,bachelors,26.181388368123002,4.837960034341721,21.343428333781283,True,2.438377308269022,108,4.830366462931993,42
W0090,36-45,male,high_school,14.90628072411715,5.048064262500591,9.85821646161656,True,2.836253255077118,12,4.60653279874441,88
W0091,36-45,male,some_college,19.454144100174044,5.037669592481903,14.416474507692142,False,2.9720526774440046,64,4.759576017387125,90
W0092,26-35,female,some_college,29.626414499216423,5.984078299261334,23.64233619995509,False,2.377687348116763,117,4.659381731990658,191
W0093,26-35,male,bachelors,25.98001818949387,5.030513856414367,20.949504333079503,True,2.0117106901792674,69,4.996067068048781,148
W0094,36-45,male,some_college,17.637801557526544,6.278954125300205,11.358847432226339,False,1.7076396371358125,22,4.660754666630067,61
W0095,26-35,male,bachelors,12.289891493843541,6.299397708151871,5.99049378569167,True,2.0113146688530876,27,4.597669249191322,124
W0096,46-55,female,high_school,35.0,5.369304217177401,29.6306957828226,True,2.724602749672824,51,4.697354674039678,139
W0097,18-25,male,bachelors,25.86515296309253,3.0,22.86515296309253,True,2.4133744945039033,136,4.968529891206098,10
W0098,36-45,male,some_college,20.27062885636395,4.3006292716335945,15.969999584730354,False,1.1936568315556708,128,4.558231941139349,260
W0099,46-55,female,some_college,20.696443811853882,5.852913797672347,14.843530014181535,False,2.115872298975456,77,4.871741448673675,129
W0100,18-25,female,some_college,14.17394929602224,7.417597884132739,6.756351411889501,False,3.142397766468429,71,4.60807214639589,25
W0101,36-45,male,high_school,15.2263003529502,4.500428091809495,10.725872261140704,True,1.8233473789514911,97,4.872693652555305,130
W0102,36-45,male,high_school,11.141359712056314,3.4515304720172035,7.68982924003911,False,2.425629431470294,7,4.561275417141673,159
W0103,26-35,male,bachelors,20.76475624993075,3.0,17.76475624993075,False,2.935136252134494,40,4.539165285071609,60
W0104,36-45,male,high_school,21.094213939009336,4.6799004665783075,16.41431347243103,False,1.6331252308934108,146,4.692855867877402,8
W0105,36-45,male,graduate,25.51312138868768,3.1583614774647057,22.354759911222974,True,1.9431613806539845,40,4.955358670223932,45
W0106,36-45,other,some_college,28.980370755030833,4.8330614513339745,24.147309303696858,True,3.213166497892923,87,4.96381366653019,159
W0107,46-55,male,some_college,28.76868140745505,6.95815150598094,21.81052990147411,False,1.6922551191267652,50,4.923409185878805,142
W0108,26-35,male,graduate,10.5,5.755872396124158,4.744127603875842,True,1.6553023061907688,72,4.647061125707769,185
W0109,36-45,female,high_school,19.935913096266017,3.0,16.935913096266017,True,2.5510986441153207,67,4.628165015430993,135
W0110,46-55,male,bachelors,12.288209816820203,5.171095405730726,7.117114411089477,False,2.341421970939448,109,4.641062058467832,9
W0111,18-25,female,some_college,18.70211094096865,3.806179433678131,14.89593150729052,False,2.0502908296068196,12,4.801198161703585,62
W0112,26-35,female,some_college,24.868667553305926,4.6851967837098645,20.183470769596063,False,2.2532699063933292,148,4.544425006270727,7
W0113,36-45,female,high_school,14.15355682509368,4.455089419448053,9.698467405645626,False,2.6793016872462725,72,4.529893815764936,39
W0114,46-55,male,bachelors,14.4520468525563,6.247296596743286,8.204750255813014,False,2.904634589863483,90,4.844712393202696,136
W0115,36-45,male,bachelors,10.5,3.0,7.5,False,2.023370857285079,150,4.970258784853071,95
W0116,26-35,female,high_school,10.5,3.0,7.5,False,1.7321752047898742,57,4.564666372719994,143
W0117,26-35,female,some_college,22.504426050081474,3.399901639221863,19.10452441085961,True,1.8109784243702407,142,4.640573010704481,8
W0118,36-45,male,some_college,16.78191415826705,5.999880824651512,10.782033333615537,True,1.9133227453744701,128,4.590639850463235,58
W0119,26-35,female,some_college,23.1048249851,5.39958943444129,17.70523555065871,True,2.294225992674851,92,4.87446304289559,136
W0120,26-35,male,bachelors,22.730766519512365,4.177076155862166,18.553690363650198,False,2.5459649347205224,94,4.9874759233257855,70
W0121,46-55,female,bachelors,19.250567254453347,3.7099994798724847,15.540567774580863,False,1.7881841973495527,128,4.543855613296037,196
W0122,18-25,male,high_school,18.71866868097704,6.114298275985493,12.604370404991545,True,2.3541409179754105,19,4.587635063977934,92
W0123,26-35,male,some_college,24.69976750767197,4.561216822656206,20.138550685015765,True,2.2976490784339023,12,4.543125420893079,66
W0124,36-45,female,some_college,16.485022570423155,6.229451775588984,10.25557079483417,False,1.4762401597560673,144,4.9591798315119195,196
W0125,26-35,female,high_school,20.56621269319466,3.533734211974829,17.032478481219833,False,2.7866905473824874,135,4.976727094758384,251
W0126,46-55,male,high_school,24.458330434828927,4.360238519693412,20.098091915135516,True,1.9100928577769487,90,4.961392325350305,257
W0127,56+,male,some_college,35.0,3.0,32.0,False,2.4793665378177008,151,4.6027129259842035,196
W0128,18-25,male,some_college,30.37179662750483,4.907774030020284,25.464022597484544,False,2.1591946520112484,155,4.592826771140246,202
W0129,36-45,female,high_school,24.50505307000685,5.219465603139543,19.285587466867305,False,2.6550014081900715,90,4.6538750640839766,9
W0130,36-45,male,high_school,19.002706612766417,3.0,16.002706612766417,False,2.680528215236086,129,4.552270006482696,86
W0131,56+,male,graduate,21.85731041550357,6.427695438336739,15.42961497716683,True,2.4514030632064046,58,4.678229696475912,150
W0132,26-35,male,some_college,34.04320877831382,3.910962755995594,30.132246022318224,True,2.21037532679559,88,4.9403469706534935,77
W0133,36-45,male,some_college,26.376993946850924,3.0,23.376993946850924,False,2.3382483214446146,71,4.77114269508953,133
W0134,36-45,male,high_school,16.194466055251034,5.09472923605511,11.099736819195925,True,2.298089387187739,1,4.597678779526984,236
W0135,26-35,male,high_school,26.96482889875213,5.166417243868053,21.798411654884077,False,1.6450411643639695,40,4.546779168804777,80
W0136,26-35,male,some_college,32.305754377252484,5.22017818147311,27.085576195779375,True,1.9669314065043628,70,4.7162214768902695,225
W0137,36-45,male,some_college,18.712127729583862,3.020905168078387,15.691222561505475,False,2.8667020388947253,137,4.648097706172685,230
W0138,36-45,male,high_school,25.145184052060852,6.46060216824635,18.684581883814502,True,2.4861363427926424,126,4.980924929596887,103
W0139,18-25,male,some_college,28.892677224622513,7.708125617095639,21.184551607526874,True,1.8568068197050351,110,4.579899815928488,31
W0140,36-45,male,some_college,20.432552312429276,8.0,12.432552312429276,True,2.4546213274834985,83,4.741728045095498,256
W0141,36-45,male,bachelors,24.841732060858348,3.0,21.841732060858348,True,2.0500579136101758,43,4.588332624488301,194
W0142,36-45,male,some_college,15.93459331529137,4.209231781936019,11.72536153335535,True,2.7291489631759114,62,4.539655557817671,55
W0143,56+,male,some_college,24.46783412511729,3.9427506567260155,20.525083468391273,False,2.5397176841271265,61,4.591760755051547,105
W0144,46-55,male,high_school,20.746314067191214,4.847355985260302,15.898958081930912,False,1.9877888532058625,95,4.5971255823683155,146
W0145,46-55,male,some_college,33.54363832617784,3.0,30.54363832617784,False,2.2308806134009385,61,4.964127239524708,196
W0146,46-55,female,some_college,18.612204993403807,4.192875973046244,14.419329020357562,False,2.5454102010948154,130,4.926591357291142,124
W0147,18-25,male,bachelors,23.46425782089385,6.180224678827969,17.28403314206588,True,2.8200584315620505,50,4.6442626446699435,17
W0148,26-35,male,bachelors,14.29557838032748,3.3953372334195127,10.900241146907968,False,2.7410492979378707,113,4.879820580860643,244
W0149,36-45,female,some_college,26.520874409547964,5.543747208518423,20.977127201029543,False,2.9458185125939886,96,4.843339868151143,149
W0150,36-45,male,some_college,22.947400532819056,3.770448083045434,19.176952449773623,False,2.341849273082695,102,4.8780481757405285,189
W0151,36-45,male,high_school,16.62234017487155,5.4475500696184715,11.174790105253077,True,1.9288075581256179,129,4.786314321045915,65
W0152,36-45,male,some_college,17.065795709357037,6.574979883925662,10.490815825431374,True,3.153432795081766,143,4.634555807268364,214
W0153,26-35,male,bachelors,28.08802746507208,3.0,25.08802746507208,True,2.0680211420550028,52,4.899503830799842,133
W0154,46-55,female,some_college,24.976910763223984,4.497355834620115,20.479554928603868,False,2.0817094463812853,107,4.828197689887726,117
W0155,18-25,male,high_school,12.702495708359395,5.5727938503003935,7.1297018580590015,True,1.8605213411746973,73,4.579239881895645,24
W0156,26-35,female,high_school,22.559207562746668,4.725953731976837,17.83325383076983,True,2.9834537814152933,18,4.523962708539321,220
W0157,56+,male,some_college,15.197954933621546,8.0,7.197954933621546,False,2.9605978297472904,153,4.862637240316498,186
W0158,18-25,female,high_school,19.497022215101094,5.079769443688609,14.417252771412485,True,1.9584325116077164,148,4.508988669354088,8
W0159,46-55,male,graduate,25.40957913462975,5.922367177869146,19.487211956760607,True,1.8256863720921417,96,4.589956020611615,3
W0160,26-35,male,bachelors,13.666094476630743,3.8181258344635376,9.847968642167206,False,2.7621597291435305,115,4.923075836806657,75
W0161,18-25,male,bachelors,31.613947616564747,7.275705329299591,24.338242287265157,True,2.190974378482573,51,4.968537018433623,127
W0162,18-25,male,some_college,20.217177431339525,5.031482965461576,15.18569446587795,True,1.8814782921879725,92,4.901851445140252,74
W0163,18-25,female,some_college,25.103075803233374,5.9849677114263145,19.11810809180706,False,2.314866702486605,99,4.611187867836182,229
W0164,26-35,female,some_college,30.158869687915093,5.885924582628499,24.272945105286595,False,1.161953555055258,20,4.848617869894882,95
W0165,36-45,male,bachelors,35.0,3.8736089869418757,31.126391013058125,True,2.3973924560464837,68,4.728499474339494,181
W0166,26-35,male,some_college,35.0,4.991216133982129,30.008783866017872,False,2.4613823866830047,119,4.6010974423999045,236
W0167,36-45,male,high_school,25.486945745768985,6.400048202512678,19.086897543256306,False,2.365422308846002,134,4.754820814603616,104
W0168,26-35,male,graduate,24.673927426038105,5.78669192492611,18.887235501111995,False,1.8068851606686218,91,4.784741164540752,249
W0169,18-25,male,some_college,14.581126832831869,5.883651414710081,8.697475418121787,False,1.4116657404260846,46,4.616429150303848,11
W0170,36-45,male,some_college,32.06629675941966,3.0,29.066296759419657,False,2.8149086298844335,131,4.545671511607463,57
W0171,26-35,male,bachelors,18.72536296723067,4.713646460955283,14.011716506275388,False,2.866647878691616,58,4.633137421789996,141
W0172,36-45,male,some_college,24.126185411176948,3.7891546517654504,20.337030759411498,False,1.8318346406707855,85,4.719445905173482,97
W0173,26-35,male,high_school,10.5,6.557997644554645,3.9420023554453554,True,2.691231942740406,57,4.779160435825237,244
W0174,26-35,male,high_school,20.217278592395303,3.0,17.217278592395303,True,2.479146130835236,89,4.9804266624337785,251
W0175,18-25,female,some_college,17.93397209658642,5.557594007762583,12.376378088823836,True,2.501706310804463,22,4.538792187481802,118
W0176,36-45,female,some_college,26.505603096814898,4.638270652267434,21.867332444547465,False,2.666192230038413,11,4.857247156956068,233
W0177,46-55,female,some_college,20.903897806201925,5.515507522363888,15.388390283838039,False,2.5875036436703143,99,4.720331712029489,10
W0178,26-35,female,bachelors,28.105638358595225,3.9066942304021532,24.198944128193073,True,2.255698257115228,86,4.96814389245086,135
W0179,26-35,female,some_college,23.546370570432437,3.9250317618246315,19.621338808607806,False,2.5061944781806953,11,4.840984659772056,57
W0180,56+,male,graduate,21.033388443133344,5.752029645173151,15.281358797960193,True,2.808482124146783,93,4.553978122567515,169
W0181,26-35,female,graduate,27.77685658507593,6.226559016680275,21.550297568395656,False,1.465951752030974,7,4.940138434908739,228
W0182,36-45,male,bachelors,29.934534439863295,3.1411539425326467,26.79338049733065,False,2.2035690256178166,23,4.749419736039597,148
W0183,26-35,male,bachelors,13.644726898579579,5.260467814014462,8.384259084565116,False,2.313340160677155,68,4.940494076062223,151
W0184,26-35,male,graduate,22.930555671996476,4.4951745916842505,18.435381080312226,True,2.242084053772145,1,4.678952265011914,236
W0185,46-55,female,high_school,18.846384261282623,3.0,15.846384261282623,True,2.9321502997885425,142,4.511993562337338,82
W0186,26-35,male,bachelors,13.905914893428246,4.908502230170172,8.997412663258075,False,2.6735936556004174,4,4.896368423377066,200
W0187,26-35,male,bachelors,26.261753403314174,4.626345964172535,21.635407439141638,False,2.6281830214514823,141,4.621168847985849,50
W0188,26-35,male,some_college,17.797937134035195,3.909551004008653,13.888386130026541,True,1.649354314931273,97,4.89260299177957,251
W0189,46-55,male,some_college,19.115078233879874,5.954558703284645,13.160519530595229,True,1.7674472245697461,7,4.815404686780827,158
W0190,18-25,male,high_school,13.720535810240968,6.135614137469942,7.584921672771025,True,2.552683432979969,9,4.509191408147069,206
W0191,36-45,male,some_college,17.722519157273535,5.345106887888525,12.37741226938501,False,2.1610804554824883,38,4.696642496423893,127
W0192,26-35,male,high_school,24.95894996866093,5.2625869694670655,19.696362999193866,True,2.4556803100107043,90,4.662033335558368,71
W0193,36-45,female,bachelors,15.61494587859574,5.094138441116301,10.52080743747944,False,2.5849132590946873,143,4.7423231868666,92
W0194,26-35,male,high_school,20.50022410624373,3.9554902641130454,16.544733842130686,False,2.648056769180697,30,4.640624367011375,10
W0195,26-35,male,bachelors,10.502848993428117,3.8070720801050397,6.695776913323077,True,2.6417143316866585,76,4.999126650567849,223
W0196,26-35,female,bachelors,12.599730971992608,5.245119379916564,7.354611592076044,False,1.886074368954959,39,4.611836517056862,78
W0197,46-55,female,some_college,25.754038402507923,5.63181814278556,20.12222025972236,False,2.0535213875634803,57,4.944873880355509,84
W0198,36-45,male,bachelors,11.09180376078883,3.0,8.09180376078883,False,2.2701616919619996,96,4.871638757855681,147
W0199,36-45,female,graduate,22.174070844391196,3.410144150264496,18.7639266941267,True,2.6337756588995886,118,4.677126056652128,89
W0200,26-35,male,high_school,27.528655762593665,7.426427535103706,20.10222822748996,False,2.2888796198703756,155,4.533567303100973,70
W0201,26-35,female,some_college,21.628776608736082,3.3280370277823383,18.300739580953746,True,2.9468525172075473,8,4.855792107436911,232
W0202,18-25,female,some_college,26.803063747333713,3.484418220012607,23.318645527321106,True,2.132032052521311,107,4.913022290500826,35
W0203,46-55,female,some_college,11.169581113348963,6.482542566096192,4.687038547252771,False,1.7326973242471593,32,4.75227690002968,119
W0204,36-45,other,bachelors,22.859998960134945,3.0,19.859998960134945,False,1.5726277888734104,83,4.694720567203908,252
W0205,46-55,male,high_school,21.16170157259799,3.28140683952488,17.88029473307311,True,2.6983331870908267,64,4.5087951928574315,81
W0206,18-25,male,graduate,17.565739697105823,3.080680712303193,14.48505898480263,False,1.2153044818882308,48,4.802948904897548,172
W0207,36-45,female,bachelors,25.232174507802526,4.719779046194149,20.512395461608378,False,2.483444151730632,64,4.661776801397423,138
W0208,46-55,male,some_college,27.390995782605273,4.42231877753624,22.968677005069033,False,2.0768102547835046,87,4.741426526991432,172
W0209,36-45,male,high_school,17.533402767662952,7.108528389651348,10.424874378011605,False,1.7167781514389833,134,4.955305081622919,62
W0210,18-25,male,some_college,10.5,5.941006072340422,4.558993927659578,True,2.2032395142783,88,4.9865426900791965,93
W0211,36-45,female,bachelors,24.74441186020706,5.382849223129068,19.36156263707799,True,1.8140616171541528,69,4.994724030680422,217
W0212,46-55,male,high_school,19.186244407088665,3.0,16.186244407088665,False,2.6345676628460746,40,4.862044674647826,94
W0213,36-45,male,some_college,23.107701687078915,3.0,20.107701687078915,True,2.028801810832966,16,4.650056909096168,178
W0214,26-35,male,some_college,31.49984940326867,4.543122578185815,26.956726825082853,True,1.6942763853429428,98,4.616676935964186,170
W0215,26-35,male,high_school,14.369593367809046,4.745404939020933,9.624188428788113,True,2.983688739371801,36,4.984682676707481,142
W0216,56+,male,some_college,17.122348264360582,4.15003907510119,12.972309189259391,True,2.547931433771994,69,4.972465504186251,248
W0217,26-35,male,bachelors,22.74057260265075,5.956574471748448,16.783998130902305,False,2.402818739780119,45,4.96737248603391,207
W0218,26-35,female,graduate,27.150050357410407,4.478481701512145,22.671568655898263,True,2.538785185655677,19,4.758122398811388,56
W0219,36-45,male,bachelors,24.54095562539045,5.537242835692351,19.0037127896981,True,1.3332343175313053,119,4.6504338371341385,246
W0220,46-55,male,some_college,24.39169220889475,7.826932763040629,16.564759445854122,True,2.453910792160172,141,4.505091601591177,53
W0221,36-45,female,some_college,10.5,6.003559896397903,4.496440103602097,False,2.224573902126955,71,4.541795096735534,36
W0222,26-35,female,some_college,19.78758085256728,4.437306681989993,15.350274170577288,False,2.497063478828124,15,4.877151582953923,149
W0223,26-35,male,high_school,21.396718990348653,3.8744919785401395,17.522227011808514,False,2.5647656038636475,73,4.843854417543729,181
W0224,26-35,female,high_school,18.50243557676957,6.173880860795281,12.32855471597429,False,1.8789387630342531,107,4.513600541511717,125
W0225,46-55,male,bachelors,25.44115505357208,4.543840953813624,20.897314099758454,False,1.8405746321407628,1,4.818213797232996,4
W0226,46-55,female,bachelors,21.906371652230042,3.0,18.906371652230042,False,2.2118853764219266,18,4.502132559874081,214
W0227,36-45,male,high_school,10.5,7.433472155348963,3.066527844651037,True,2.958915552487807,44,4.8021378122981995,227
W0228,56+,female,high_school,20.894350205356822,3.25677285594887,17.63757734940795,False,2.1607876818677587,131,4.857764846062873,168
W0229,26-35,female,bachelors,10.5,5.323720720536894,5.176279279463106,True,0.8344132155193953,66,4.9328933130164865,187
